item,itemLabel,itemDesc,siteLinks
Q318991,Gad Elmaleh,Moroccan-Canadian comedian and actor,34
Q58130,Michèle Alliot-Marie,French politician,34
Q272919,Kari Wahlgren,American voice actress,34
Q270674,Ruby Lin,"Taiwanese actress, singer and producer",34
Q270727,Masahiko Kimura,Japanese judoka and professional wrestler,34
Q582996,Mike Connors,American actor,34
Q535530,Roque Máspoli,Uruguayan footballer,34
Q288717,Jukka Nevalainen,Finnish musician,34
Q360570,Huey P. Newton,Co-founder of the Black Panther Party,34
Q314935,Paul Haggis,"Canadian screenwriter, producer, and director",34
Q57901,Abdelmalek Sellal,Algerian politician and Prime Minister,34
Q217683,Paul Bremer,American diplomat,34
Q5052604,Catherine Cortez Masto,American lawyer and politician,34
Q153986,Guy Scott,Zambian politician,34
Q358342,Paul Bowles,American composer and writer,34
Q470363,Ben Ferencz,American lawyer and pacifist born in Romania,34
Q311980,Chris Diamantopoulos,Canadian actor,34
Q311875,Pete Doherty,"English musician, actor and poet",34
Q370247,Sathamangalam Ranga Iyengar Srinivasa Varadhan,Indian-American mathematician,34
Q453337,Emlyn Hughes,English footballer,34
Q317251,Matt Lucas,"British actor, comedian and screenwriter",34
Q336206,Nick Park,British animator and filmmaker,34
Q312614,Alessandro Petacchi,Italian road bicycle racer,34
Q468324,Lal Krishna Advani,Indian politician,34
Q462981,John Thune,American politician,34
Q314610,Ethan Suplee,American film actor,34
Q335863,Paul McGann,English actor,34
Q239046,Cherry Jones,American actress,34
Q313579,Shawn Ashmore,Canadian actor,34
Q336081,Mickey Spillane,American writer,34
Q313719,Daniel Jensen,Danish footballer,34
Q313488,Michael Redd,American basketball player,34
Q435468,Jonathan Hyde,Australian-born English actor,34
Q545539,Truong Chinh,former General Secretary of the Communist Party of Vietnam,34
Q463492,René Houseman,Argentine footballer,34
Q472216,Rupert Graves,"English film, television, and theatre actor",34
Q310949,Mark Philippoussis,Australian tennis player,34
Q231704,Ann Rutherford,Canadian-American actress,34
Q44767,Joe Zawinul,Austrian jazz keyboardist and composer,34
Q237994,Carol Ann Duffy,Scottish poet and playwright,34
Q431015,David Koresh,American religious sect leader of Branch Davidians,34
Q378027,Igor Ivanov,Soviet diplomat,34
Q297232,Clint Mansell,British composer and singer,34
Q11664,Mari Alkatiri,Prime Minister of East Timor,34
Q217794,Abel Pacheco,President of Costa Rica,34
Q461675,Buchi Emecheta,author,34
Q315689,Andrés Scotti,Uruguayan footballer,34
Q431191,Nick Cassavetes,"American film actor, director, and screenwriter",34
Q317118,Robbie McEwen,Australian cyclist,34
Q558333,Buddy Hackett,American actor and comedian,34
Q318261,Lon Chaney Jr.,American actor,34
Q55428,Neil Jordan,Irish filmmaker and fiction writer,34
Q314673,Scott Caan,American actor,34
Q238483,Amanda Plummer,American actress,34
Q6075068,Irwin Keyes,American character actor,34
Q44728,Francis Arinze,Catholic cardinal,34
Q215833,Abraham Joshua Heschel,"Polish-American rabbi, philosopher, and civil rights activist",34
Q1207860,Zhou Xuan,Chinese actress and singer,34
Q459118,Marcos Evangelista Pérez Jiménez,President of Venezuela,34
Q479171,Amber Rudd,British politician,34
Q318403,Johann Olav Koss,Norwegian speed skater,34
Q312516,Martin Jørgensen,Danish footballer,34
Q430746,Norman Hunter,English footballer,34
Q320047,Dick Scobee,American astronaut,34
Q356762,Miguel Bosé,"Spanish-Italian musician, singer and actor",34
Q465442,Robert Guillaume,American actor,34
Q332471,Paul Desmond,American recording artist; jazz musician,34
Q347111,Genndy Tartakovsky,"Russian-American cinema and television animator, director and producer",34
Q315958,Andrés Gimeno,Spanish tennis player,34
Q312520,Sergei Semak,Russian footballer,34
Q343293,Fernando Meirelles,Brazilian film director,34
Q156133,Mumia Abu-Jamal,American political activist and journalist convicted of the murder of a police officer,34
Q24347,Óscar Míguez,Uruguayan footballer,34
Q378122,Pietro Rava,Italian footballer and manager,34
Q231103,Sister Lúcia,"Portuguese nun, one of the three children who have witnessed Marian apparitions in Fátima, Portugal, in 1917",34
Q229040,Dawn Fraser,Australian swimmer and politician,34
Q311938,Dani Aranzubia,Spanish footballer,34
Q515095,Tim Blake Nelson,"American actor, director and writer",34
Q17177542,Gaston Browne,Prime Minister of Antigua and Barbuda,34
Q54543,Helen Wills,American tennis player and writer,34
Q323213,Alpha Blondy,Ivorian reggae singer,34
Q335148,Stephen Cole Kleene,American mathematician and theoretical computer scientist,34
Q447069,Inna Churikova,Soviet and Russian actress,34
Q2601,Manfred Gerlach,German jurist and politician,34
Q310942,Nika Gilauri,Georgian politician,34
Q438542,Ken Hensley,British singer and guitarist,34
Q317563,Sung Kang,American actor,34
Q321245,Richard Serra,American sculptor,34
Q472535,Desi Arnaz,"Cuban-born American musician, actor and television producer",34
Q317810,Jamie Redknapp,English footballer,34
Q311261,Pavlik Morozov,Soviet murder victim,34
Q310582,Matisyahu,American musician,34
Q312512,Lee Young-pyo,South Korean footballer,34
Q352010,David S. Goyer,"American filmmaker, novelist, and comic book writer",34
Q63441935,Bisher Al-Khasawneh,Prime Minister of Jordan,34
Q21821359,Tihomir Orešković,Croatian-Canadian entrepreneur and politician,34
Q342370,Corey Haim,Canadian actor,34
Q23034482,Taneti Maamau,Kiribati politician,34
Q232945,Marina Sirtis,British actress,34
Q236250,Kathy Baker,American actress,34
Q455023,Valérie Pécresse,French politician,34
Q553321,Vince Lombardi,"American football player, coach, and executive",34
Q236070,Chiara Siracusa,Maltese singer,34
Q317228,Kurtwood Smith,actor,34
Q236056,Mira Awad,Arab-Israeli singer and actress of paternal Palestinian descent,34
Q470772,Rahul Dravid,Indian cricketer,34
Q445198,Apichatpong Weerasethakul,"Thai film director, screenwriter, and film producer",34
Q268412,Ignacio Zoco,Spanish footballer,34
Q316884,Manuel Vázquez Montalbán,Spanish writer,34
Q456910,Patty Jenkins,American filmmaker,34
Q367830,Tikhon Khrennikov,Russian Soviet composer,34
Q175102,Jordan Rudess,American keyboardist,34
Q337295,Odvar Nordli,28th Prime Minister of Norway,34
Q272469,Yasuhiro Yamashita,Japanese Judoka,34
Q25981,Michael J. Smith,American astronaut,34
Q144746,Zakk Wylde,American musician,34
Q246724,Paul Lambert,Scottish association football player and manager,34
Q234683,Virginie Ledoyen,French actress and model,34
Q1372187,Geoff Pierson,American actor,34
Q442547,Stephen Graham,English actor,34
Q172213,Mehmet Shehu,Prime Minister of Albania,34
Q233830,Svetlana Khorkina,Russian artistic gymnast,34
Q77391,Stanislaw Tillich,former Minister-President of Saxony,34
Q194646,Louis E. Brus,American chemist,34
Q351822,John Tate,American mathematician,34
Q235694,Candace Cameron Bure,"American actress, producer, author, and talk show panelist, as well as star on Full House",34
Q936001,Fikret Amirov,Azerbaijani Soviet composer,34
Q235406,Hilary Hahn,American classical violinist,34
Q351978,Nat Lofthouse,English footballer,34
Q159648,Gianni Vattimo,Italian philosopher and politician,34
Q77136,Kati Wilhelm,German cross-country skier and biathlete,34
Q313789,Robert Picardo,American actor,34
Q366678,Robert Cummings,American actor,34
Q88292,Sebastian Bieniek,German artist,34
Q313649,Seiji Ozawa,Japanese orchestra conductor,34
Q467414,Mary Lou McDonald,"Irish politician, president of Sinn Féin",34
Q367053,John Garfield,American actor,34
Q431503,Lyman Spitzer,American astronomer,34
Q60574,Artur Axmann,Nazi official,34
Q240708,Shannon Walker,American scientist and NASA astronaut,34
Q57540,Otto Günsche,Hitler's personal adjutant,34
Q232400,Hella Haasse,Dutch writer,34
Q230180,Courtney Thorne-Smith,American actress,34
Q260885,Aleksandra Pakhmutova,Soviet and Russian composer,34
Q311842,Benny Benassi,"Italian DJ, record producer and remixer",34
Q73416,Jimmy Smits,American actor,34
Q311200,Miguel Ángel Nadal,Spanish footballer,34
Q265252,Buckethead,American guitarist,34
Q172854,Martin Brundle,British racecar driver,34
Q380212,Grote Reber,American astronomer,34
Q160403,Andreas Herzog,Austrian association football player and manager,34
Q315811,Steve Hackett,"English musician, songwriter, singer and producer",34
Q45520,Oliver Riedel,German bassist,34
Q311355,Enrique Bolaños,President of Nicaragua from 2002 to 2007,34
Q982809,Mrinal Sen,Indian film director,34
Q231815,Pauley Perrette,American actress and musician,34
Q471858,Kirk Cameron,American actor,34
Q238233,"Marie-Aglaë, Princess of Lichtenstein",Consort of Liechtenstein,34
Q381296,Faiz Ahmad Faiz,Pakistani Urdu poet and author,34
Q1352872,Robert F. Kennedy Jr.,American attorney and anti-vaccine activist,34
Q44606,Gackt,"Japanese musician, singer-songwriter, actor, voice actor and author",34
Q379752,Leonardo Boff,Brazilian theologian,34
Q2049688,S. P. Balasubrahmanyam,Indian playback singer,34
Q231428,Inessa Kravets,Soviet and Ukrainian triple and long jumper,34
Q230615,Kelly Rutherford,American actress,34
Q436910,Pauline Kael,American film critic,34
Q197135,Zhai Zhigang,Chinese astronaut,34
Q311928,Hilarion (Alfeyev),Russian bishop,34
Q176537,Andy Gibb,British–Australian singer,34
Q29618,Bonnie J. Dunbar,American engineer and astronaut,34
Q381201,Arthur Chung,"First President of Guyana, Senior Magistrate, Sworn Land Surveyor",34
Q445125,Neal McDonough,American actor,34
Q315039,Tom Hulce,American actor and producer,34
Q254766,Catherine Tate,"English comedian, actress and writer",34
Q362828,Aleksandr Tvardovsky,Soviet poet,34
Q363254,Tito Gobbi,Italian opera singer,34
Q232941,Christine Lahti,American actress and director,34
Q61522,Markus Zusak,Australian author,34
Q61219,Fredi Bobic,German football executive and former player,34
Q316431,R. A. Salvatore,American writer,34
Q299442,Roberto Micheletti,President interim of Honduras,34
Q122294,Angelo Di Livio,Italian association football player,34
Q381700,"Pavlos, Crown Prince of Greece",former Crown Prince of Greece,34
Q231660,Mia Kirshner,Canadian actress,34
Q239552,Caterina Murino,Italian actress,34
Q355130,Richard Petty,American racing driver,34
Q62346,Katja Riemann,German actress,34
Q13435675,Virginia Cherrill,American actress,34
Q446908,George Cohen,English footballer,34
Q68053,Felice Borel,Italian footballer,34
Q353017,Willem van Hanegem,Dutch footballer,34
Q558744,Bei Dao,contemporary Chinese avant garde poet,34
Q48048,Ivan Ignatyevich Yakubovsky,"Soviet military commander, Marshal of the Soviet Union",34
Q352935,Dennis Farina,American actor,34
Q256466,Capucine,French model and actress,34
Q234551,Beverly D'Angelo,American actress,34
Q234883,Jenny Agutter,British film and television actress,34
Q719556,Michael Kelly,American actor,34
Q48502,Marika Rökk,"Hungarian-born actress, singer, dancer",34
Q718581,Daron Acemoğlu,Turkish-American economist,34
Q231954,Patty Schnyder,Swiss tennis player,34
Q231979,Gabriela Szabo,Romanian athletics competitor,34
Q230911,Janice Dickinson,American model and actress,34
Q65556229,Rose Christiane Raponda,Vice President of Gabon since 2023,34
Q232995,Oksana Baiul,Ukrainian figure skater,34
Q240541,Tatyana Ali,American actress and singer,34
Q270038,Delbert Mann,American television and film director,34
Q319186,Jerry Fodor,American philosopher,34
Q920513,Quentin Crisp,"English writer, humorist and actor",34
Q328753,Gary Barlow,"English singer, songwriter, pianist, record producer, actor and film score producer",34
Q57732,Pakalitha Mosisili,Prime Minister of Lesotho,34
Q357004,Radu Vasile,Prime Minister of Romania,34
Q353023,Taj Mahal,American blues musician,34
Q55394,Henri Verneuil,French-Armenian playwright and filmmaker,34
Q549242,Edmund Kemper,American serial killer,34
Q232410,Marsha Thomason,English actress,34
Q232397,Shannyn Sossamon,American actress and musician,34
Q234223,Lidiya Skoblikova,speed skater,34
Q231600,Mirella Freni,Italian soprano,34
Q378583,Pierluigi Casiraghi,Italian footballer and manager,34
Q236396,Geraldine Fitzgerald,Irish-American actress,34
Q212701,Jimmy Jump,"Spanish pitch and stage invader, primarily association football matches",34
Q723917,William Barr,77th & 85th United States Attorney General,34
Q4070,Kim Carnes,American singer and songwriter,34
Q270832,Åge Hareide,Norwegian association football player and manager,34
Q62890,Gene Amdahl,American physicist,34
Q314039,Terry Venables,English association football player and manager,34
Q231405,Sara Gilbert,American actress,34
Q363506,Rusty Schweickart,American astronaut,34
Q315773,Jan Guillou,Swedish author,34
Q380730,Vano Merabishvili,Georgian politician,34
Q44726,Roger Etchegaray,French cardinal,34
Q314535,Phil Anselmo,American heavy metal vocalist,34
Q381110,Raoul Bova,Italian actor,34
Q225837,Freddy Rincón,Colombian footballer,34
Q317858,Momofuku Ando,"Taiwanese-Japanese businessman, created instant noodle, Nissin Chikin Ramen",34
Q237979,Virginia Satir,American psychotherapist & non-fiction author,34
Q171525,Jake Johnson,American actor,34
Q217354,Gail Devers,"Athletics competitor, sprinter, hurdler",34
Q235731,Muriel Barbery,French writer,34
Q48042,Sergey Akhromeyev,Soviet marshal,34
Q92748,Yukihiro Matsumoto,Japanese computer scientist who created the Ruby programming language,34
Q314691,Mohamed Boudiaf,President of Algeria,34
Q561315,Tim Scott,American politician and businessman,34
Q466502,Dinah Shore,American singer and actress,34
Q298022,Anna German,"Polish singer, popular in Poland and in the Soviet Union",34
Q560286,Mark Gatiss,"British actor, screenwriter and novelist",34
Q276043,Manuel Fraga Iribarne,Spanish politician,34
Q318249,Matthew Modine,American actor and filmmaker,34
Q239745,Eileen Heckart,American actress,34
Q498389,Paddy Considine,British actor,34
Q318829,Henri Dutilleux,French composer,34
Q275604,Ingrid Daubechies,Belgian physicist and mathematician,34
Q726071,Jimmy Buffett,American singer-songwriter,34
Q316427,Morton Feldman,American composer,34
Q956021,Wendie Malick,"American film, television and voice actress",34
Q730045,Sanjay Gandhi,Indian politician,34
Q206215,Shigefumi Mori,Japanese mathematician,34
Q325381,Michael Howard,British politician; Former leader of the Conservative Party,34
Q531563,Harold Robbins,American novelist,34
Q53547,Vitas Gerulaitis,American tennis player,34
